#queryIndex	queryItem	stringId	preferredName	annotation
368	P62753	9606.ENSP00000369757	RPS6	40S ribosomal protein S6; May play an important role in controlling cell growth and proliferation through the selective translation of particular classes of mRNA; Belongs to the eukaryotic ribosomal protein eS6 family.
369	P62805	9606.ENSP00000244537	H4C6	Histone H4; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
370	P62807	9606.ENSP00000321744	H2BC4	Histone H2B type 1-C/E/F/G/I; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
371	P62826	9606.ENSP00000446215	RAN	GTP-binding nuclear protein Ran; GTPase involved in nucleocytoplasmic transport, participating both to the import and the export from the nucleus of proteins and RNAs. Switches between a cytoplasmic GDP- and a nuclear GTP-bound state by nucleotide exchange and GTP hydrolysis. Nuclear import receptors such as importin beta bind their substrates only in the absence of GTP-bound RAN and release them upon direct interaction with GTP-bound RAN, while export receptors behave in the opposite way. Thereby, RAN controls cargo loading and release by transport receptors in the proper compartment  [...] 
372	P62851	9606.ENSP00000435096	RPS25	Ribosomal protein S25.
373	P62913	9606.ENSP00000496250	RPL11	60S ribosomal protein L11; Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through [...] 
374	P62937	9606.ENSP00000419425	PPIA	Peptidyl-prolyl cis-trans isomerase A, N-terminally processed; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides.
375	P63104	9606.ENSP00000379287	YWHAZ	14-3-3 protein zeta/delta; Adapter protein implicated in the regulation of a large spectrum of both general and specialized signaling pathways. Binds to a large number of partners, usually by recognition of a phosphoserine or phosphothreonine motif. Binding generally results in the modulation of the activity of the binding partner. Induces ARHGEF7 activity on RAC1 as well as lamellipodia and membrane ruffle formation. In neurons, regulates spine maturation through the modulation of ARHGEF7 activity (By similarity). Belongs to the 14-3-3 family.
376	P63220	9606.ENSP00000345957	RPS21	Ribosomal protein S21; Belongs to the eukaryotic ribosomal protein eS21 family.
377	P63261	9606.ENSP00000458162	ACTG1	Actin, cytoplasmic 2, N-terminally processed; Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells.
378	P68363	9606.ENSP00000336799	TUBA1B	Detyrosinated tubulin alpha-1B chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain.
379	P68371	9606.ENSP00000341289	TUBB4B	Tubulin beta-4B chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain; Belongs to the tubulin family.
380	P68431	9606.ENSP00000352252	H3C12	Histone H3.1; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
381	P68871	9606.ENSP00000494175	HBB	Hemoglobin subunit beta; Involved in oxygen transport from the lung to the various peripheral tissues. [Spinorphin]: functions as an endogenous inhibitor of enkephalin-degrading enzymes such as DPP3, and as a selective antagonist of the P2RX3 receptor which is involved in pain signaling, these properties implicate it as a regulator of pain and inflammation; Belongs to the globin family.
382	P78563	9606.ENSP00000353920	ADARB1	Double-stranded RNA-specific editase 1; Catalyzes the hydrolytic deamination of adenosine to inosine in double-stranded RNA (dsRNA) referred to as A-to-I RNA editing. This may affect gene expression and function in a number of ways that include mRNA translation by changing codons and hence the amino acid sequence of proteins; pre-mRNA splicing by altering splice site recognition sequences; RNA stability by changing sequences involved in nuclease recognition; genetic stability in the case of RNA virus genomes by changing sequences during viral RNA replication; and RNA structure-dependen [...] 
384	P81605	9606.ENSP00000406773	DCD	Survival-promoting peptide; DCD-1 displays antimicrobial activity thereby limiting skin infection by potential pathogens in the first few hours after bacterial colonization. Highly effective against E.coli, E.faecalis, S.aureus and C.albicans. Optimal pH and salt concentration resemble the conditions in sweat. Also exhibits proteolytic activity, cleaving on the C- terminal side of Arg and, to a lesser extent, Lys residues.
385	P84103	9606.ENSP00000362820	SRSF3	Serine/arginine-rich splicing factor 3; Splicing factor that specifically promotes exon-inclusion during alternative splicing. Interaction with YTHDC1, a RNA-binding protein that recognizes and binds N6-methyladenosine (m6A)-containing RNAs, promotes recruitment of SRSF3 to its mRNA- binding elements adjacent to m6A sites, leading to exon-inclusion during alternative splicing. Also functions as export adapter involved in mRNA nuclear export. Binds mRNA which is thought to be transferred to the NXF1-NXT1 heterodimer for export (TAP/NXF1 pathway); enhances NXF1-NXT1 RNA-binding activity. [...] 
386	P84243	9606.ENSP00000254810	H3-3B	Histone H3.3; Variant histone H3 which replaces conventional H3 in a wide range of nucleosomes in active genes. Constitutes the predominant form of histone H3 in non-dividing cells and is incorporated into chromatin independently of DNA synthesis. Deposited at sites of nucleosomal displacement throughout transcribed genes, suggesting that it represents an epigenetic imprint of transcriptionally active chromatin. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in [...] 
387	Q00325	9606.ENSP00000228318	SLC25A3	Phosphate carrier protein, mitochondrial; Transport of phosphate groups from the cytosol to the mitochondrial matrix. Phosphate is cotransported with H(+). May play a role regulation of the mitochondrial permeability transition pore (mPTP).
388	Q02413	9606.ENSP00000257192	DSG1	Desmoglein-1; Component of intercellular desmosome junctions. Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion.
389	Q02878	9606.ENSP00000403172	RPL6	60S ribosomal protein L6; Component of the large ribosomal subunit. Belongs to the eukaryotic ribosomal protein eL6 family.
390	Q04756	9606.ENSP00000421801	HGFAC	Hepatocyte growth factor activator short chain; Activates hepatocyte growth factor (HGF) by converting it from a single chain to a heterodimeric form; Belongs to the peptidase S1 family.
391	Q06055	9606.ENSP00000499883	ATP5MC2	ATP synthase F(0) complex subunit C2, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanis [...] 
392	Q06830	9606.ENSP00000262746	PRDX1	Peroxiredoxin-1; Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides and as sensor of hydrogen peroxide-mediated signaling events. Might participate in the signaling cascades of growth factors and tumor necrosis factor-alpha by regulating the intracellular concentrations of H(2)O(2). Reduces an intramolecular disulfide bond in GDPD5 that gates the ability to GDPD5 to drive postmitotic motor neuron differentiation (By s [...] 
393	Q08554	9606.ENSP00000257198	DSC1	Desmocollin-1; Component of intercellular desmosome junctions. Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion. May contribute to epidermal cell positioning (stratification) by mediating differential adhesiveness between cells that express different isoforms. Linked to the keratinization of epithelial tissues.
394	Q12931	9606.ENSP00000246957	TRAP1	Heat shock protein 75 kDa, mitochondrial; Chaperone that expresses an ATPase activity. Involved in maintaining mitochondrial function and polarization, downstream of PINK1 and mitochondrial complex I. Is a negative regulator of mitochondrial respiration able to modulate the balance between oxidative phosphorylation and aerobic glycolysis. The impact of TRAP1 on mitochondrial respiration is probably mediated by modulation of mitochondrial SRC and inhibition of SDHA; Belongs to the heat shock protein 90 family.
395	Q13148	9606.ENSP00000240185	TARDBP	TAR DNA-binding protein 43; RNA-binding protein that is involved in various steps of RNA biogenesis and processing. Preferentially binds, via its two RNA recognition motifs RRM1 and RRM2, to GU-repeats on RNA molecules predominantly localized within long introns and in the 3'UTR of mRNAs. In turn, regulates the splicing of many non-coding and protein-coding RNAs including proteins involved in neuronal survival, as well as mRNAs that encode proteins relevant for neurodegenerative diseases. Plays a role in maintaining mitochondrial homeostasis by regulating the processing of mitochondria [...] 
396	Q13642	9606.ENSP00000498684	FHL1	Four and a half LIM domains protein 1; May have an involvement in muscle development or hypertrophy.
397	Q13790	9606.ENSP00000381250	APOF	Apolipoprotein F; Minor apolipoprotein that associates with LDL. Inhibits cholesteryl ester transfer protein (CETP) activity and appears to be an important regulator of cholesterol transport. Also associates to a lesser degree with VLDL, Apo-AI and Apo-AII.
398	Q13796	9606.ENSP00000370299	SHROOM2	Protein Shroom2; May be involved in endothelial cell morphology changes during cell spreading. In the retinal pigment epithelium, may regulate the biogenesis of melanosomes and promote their association with the apical cell surface by inducing gamma-tubulin redistribution (By similarity). Belongs to the shroom family.
399	Q13835	9606.ENSP00000263946	PKP1	Plakophilin-1; Seems to play a role in junctional plaques. Contributes to epidermal morphogenesis.
400	Q13867	9606.ENSP00000261714	BLMH	Bleomycin hydrolase; The normal physiological role of BLM hydrolase is unknown, but it catalyzes the inactivation of the antitumor drug BLM (a glycopeptide) by hydrolyzing the carboxamide bond of its B- aminoalaninamide moiety thus protecting normal and malignant cells from BLM toxicity.
401	Q14185	9606.ENSP00000485033	DOCK1	Dedicator of cytokinesis protein 1; Involved in cytoskeletal rearrangements required for phagocytosis of apoptotic cells and cell motility. Along with DOCK1, mediates CRK/CRKL regulation of epithelial and endothelial cell spreading and migration on type IV collagen. Functions as a guanine nucleotide exchange factor (GEF), which activates Rac Rho small GTPases by exchanging bound GDP for free GTP. Its GEF activity may be enhanced by ELMO1.
402	Q14240	9606.ENSP00000326381	EIF4A2	Eukaryotic initiation factor 4A-II; ATP-dependent RNA helicase which is a subunit of the eIF4F complex involved in cap recognition and is required for mRNA binding to ribosome. In the current model of translation initiation, eIF4A unwinds RNA secondary structures in the 5'-UTR of mRNAs which is necessary to allow efficient binding of the small ribosomal subunit, and subsequent scanning for the initiator codon; Belongs to the DEAD box helicase family. eIF4A subfamily.
403	Q14315	9606.ENSP00000327145	FLNC	Filamin-C; Muscle-specific filamin, which plays a central role in muscle cells, probably by functioning as a large actin-cross-linking protein. May be involved in reorganizing the actin cytoskeleton in response to signaling events, and may also display structural functions at the Z lines in muscle cells. Critical for normal myogenesis and for maintaining the structural integrity of the muscle fibers.
404	Q14520	9606.ENSP00000277903	HABP2	Hyaluronan-binding protein 2 27 kDa light chain alternate form; Cleaves the alpha-chain at multiple sites and the beta-chain between 'Lys-53' and 'Lys-54' but not the gamma-chain of fibrinogen and therefore does not initiate the formation of the fibrin clot and does not cause the fibrinolysis directly. It does not cleave (activate) prothrombin and plasminogen but converts the inactive single chain urinary plasminogen activator (pro-urokinase) to the active two chain form. Activates coagulation factor VII. May function as a tumor suppressor negatively regulating cell proliferation and c [...] 
405	Q14554	9606.ENSP00000323313	PDIA5	Protein disulfide-isomerase A5; Protein disulfide isomerase family A member 5.
406	Q14562	9606.ENSP00000262415	DHX8	ATP-dependent RNA helicase DHX8; Involved in pre-mRNA splicing as component of the spliceosome. Facilitates nuclear export of spliced mRNA by releasing the RNA from the spliceosome. Belongs to the DEAD box helicase family. DEAH subfamily. DDX8/PRP22 sub-subfamily.
408	Q14624	9606.ENSP00000266041	ITIH4	35 kDa inter-alpha-trypsin inhibitor heavy chain H4; Type II acute-phase protein (APP) involved in inflammatory responses to trauma. May also play a role in liver development or regeneration.
409	Q14667	9606.ENSP00000436773	KIAA0100	Protein KIAA0100; May be involved in membrane trafficking. Belongs to the SABRE family.
411	Q15326	9606.ENSP00000371003	ZMYND11	Zinc finger MYND domain-containing protein 11; Chromatin reader that specifically recognizes and binds histone H3.3 trimethylated at 'Lys-36' (H3.3K36me3) and regulates RNA polymerase II elongation. Does not bind other histone H3 subtypes (H3.1 or H3.2) (By similarity). Colocalizes with highly expressed genes and functions as a transcription corepressor by modulating RNA polymerase II at the elongation stage. Binds non-specifically to dsDNA. Acts as a tumor-suppressor by repressing a transcriptional program essential for tumor cell growth.
412	Q15517	9606.ENSP00000365465	CDSN	Corneodesmosin; Important for the epidermal barrier integrity.
413	Q15717	9606.ENSP00000385269	ELAVL1	ELAV-like protein 1; RNA-binding protein that binds to the 3'-UTR region of mRNAs and increases their stability. Involved in embryonic stem cells (ESCs) differentiation: preferentially binds mRNAs that are not methylated by N6-methyladenosine (m6A), stabilizing them, promoting ESCs differentiation (By similarity). Binds to poly-U elements and AU-rich elements (AREs) in the 3'-UTR of target mRNAs. Binds avidly to the AU-rich element in FOS and IL3/interleukin-3 mRNAs. In the case of the FOS AU-rich element, binds to a core element of 27 nucleotides that contain AUUUA, AUUUUA, and AUUUUU [...] 
414	Q15846	9606.ENSP00000441726	CLUL1	Clusterin-like protein 1; Clusterin like 1.
415	Q16610	9606.ENSP00000358045	ECM1	Extracellular matrix protein 1; Involved in endochondral bone formation as negative regulator of bone mineralization. Stimulates the proliferation of endothelial cells and promotes angiogenesis. Inhibits MMP9 proteolytic activity.
416	Q16695	9606.ENSP00000355657	H3-4	Histone H3.1t; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
417	Q16777	9606.ENSP00000332194	H2AC20	Histone H2A type 2-C; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
418	Q16778	9606.ENSP00000358151	H2BC21	Histone H2B type 2-E; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
419	Q1KMD3	9606.ENSP00000301785	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U like 2.
420	Q1XH10	9606.ENSP00000410041	SKIDA1	SKI/DACH domain containing 1; Belongs to the DACH/dachshund family.
421	Q2M3G0	9606.ENSP00000384881	ABCB5	ATP-binding cassette sub-family B member 5; Drug efflux transporter present in a number of stem cells that acts as a regulator of cellular differentiation. Able to mediate efflux from cells of the rhodamine dye and of the therapeutic drug doxorubicin. Specifically present in limbal stem cells, where it plays a key role in corneal development and repair.
422	Q3ZCM7	9606.ENSP00000456206	TUBB8	Tubulin beta-8 chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity). TUBB8 has a key role in meiotic spindle assembly and oocyte maturation ; Belongs to the tubulin family.
423	Q4VXU2	9606.ENSP00000255136	PABPC1L	Polyadenylate-binding protein 1-like; poly(A) binding protein cytoplasmic 1 like.
424	Q53RT3	9606.ENSP00000315383	ASPRV1	Aspartic peptidase retroviral like 1.
425	Q562R1	9606.ENSP00000416706	ACTBL2	Beta-actin-like protein 2; Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells.
427	Q5D862	9606.ENSP00000373370	FLG2	Filaggrin-2; Essential for normal cell-cell adhesion in the cornified cell layers. Important for proper integrity and mechanical strength of the stratum corneum of the epidermis. In the N-terminal section; belongs to the S-100 family.
428	Q5QNW6	9606.ENSP00000445831	H2BC18	Histone H2B type 2-F; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
429	Q5SRH9	9606.ENSP00000393952	TTC39A	Tetratricopeptide repeat domain 39A.
430	Q5SYB0	9606.ENSP00000444411	FRMPD1	FERM and PDZ domain-containing protein 1; Stabilizes membrane-bound GPSM1, and thereby promotes its interaction with GNAI1.
432	Q5VVH2	9606.ENSP00000359693	FKBP1C	FKBP prolyl isomerase 1C.
433	Q68CZ6	9606.ENSP00000243706	HAUS3	HAUS augmin-like complex subunit 3; Contributes to mitotic spindle assembly, maintenance of centrosome integrity and completion of cytokinesis as part of the HAUS augmin-like complex.
434	Q6E0U4	9606.ENSP00000342012	DMKN	Dermokine; May act as a soluble regulator of keratinocyte differentiation.
435	Q6FI13	9606.ENSP00000358155	H2AC18	Histone H2A type 2-A; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
436	Q6IMN6	9606.ENSP00000298892	CAPRIN2	Caprin-2; Promotes phosphorylation of the Wnt coreceptor LRP6, leading to increased activity of the canonical Wnt signaling pathway. Facilitates constitutive LRP6 phosphorylation by CDK14/CCNY during G2/M stage of the cell cycle, which may potentiate cells for Wnt signaling. May regulate the transport and translation of mRNAs, modulating for instance the expression of proteins involved in synaptic plasticity in neurons (By similarity). Involved in regulation of growth as erythroblasts shift from a highly proliferative state towards their terminal phase of differentiation. May be involv [...] 
437	Q6P5R6	9606.ENSP00000346080	RPL22L1	Ribosomal protein L22 like 1; Belongs to the eukaryotic ribosomal protein eL22 family.
438	Q6PGN9	9606.ENSP00000358925	PSRC1	Proline/serine-rich coiled-coil protein 1; Required for normal progression through mitosis. Required for normal congress of chromosomes at the metaphase plate, and for normal rate of chromosomal segregation during anaphase. Plays a role in the regulation of mitotic spindle dynamics. Increases the rate of turnover of microtubules on metaphase spindles, and contributes to the generation of normal tension across sister kinetochores. Recruits KIF2A and ANKRD53 to the mitotic spindle and spindle poles. May participate in p53/TP53-regulated growth suppression; Belongs to the PSRC1 family.
439	Q6PII3	9606.ENSP00000373304	CCDC174	Coiled-coil domain-containing protein 174; Probably involved in neuronal development.
440	Q6S8J3	9606.ENSP00000439189	POTEE	POTE ankyrin domain family member E; In the C-terminal section; belongs to the actin family.
441	Q6UWP8	9606.ENSP00000430242	SBSN	Suprabasin.
442	Q6V0I7	9606.ENSP00000377862	FAT4	Protocadherin Fat 4; Cadherins are calcium-dependent cell adhesion proteins. FAT4 plays a role in the maintenance of planar cell polarity as well as in inhibition of YAP1-mediated neuroprogenitor cell proliferation and differentiation (By similarity).
443	Q6ZS17	9606.ENSP00000400099	RIPOR1	Rho family-interacting cell polarization regulator 1; Downstream effector protein for Rho-type small GTPases that plays a role in cell polarity and directional migration. Acts as an adapter protein, linking active Rho proteins to STK24 and STK26 kinases, and hence positively regulates Golgi reorientation in polarized cell migration upon Rho activation. Involved in the subcellular relocation of STK26 from the Golgi to cytoplasm punctae in a Rho- and PDCD10-dependent manner upon serum stimulation. Belongs to the RIPOR family.
444	Q6ZW49	9606.ENSP00000384048	PAXIP1	PAX-interacting protein 1; Involved in DNA damage response and in transcriptional regulation through histone methyltransferase (HMT) complexes. Plays a role in early development. In DNA damage response is required for cell survival after ionizing radiation. In vitro shown to be involved in the homologous recombination mechanism for the repair of double-strand breaks (DSBs). Its localization to DNA damage foci requires RNF8 and UBE2N. Recruits TP53BP1 to DNA damage foci and, at least in particular repair processes, effective DNA damage response appears to require the association with TP [...] 
445	Q70JA7	9606.ENSP00000302629	CHSY3	Chondroitin sulfate synthase 3; Has both beta-1,3-glucuronic acid and beta-1,4-N- acetylgalactosamine transferase activity. Transfers glucuronic acid (GlcUA) from UDP-GlcUA and N-acetylgalactosamine (GalNAc) from UDP- GalNAc to the non-reducing end of the elongating chondroitin polymer. Specific activity is much reduced compared to CHSY1.
446	Q71DI3	9606.ENSP00000333277	H3C13	Histone H3.2; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
447	Q71U36	9606.ENSP00000439020	TUBA1A	Detyrosinated tubulin alpha-1A chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain.
448	Q7L7L0	9606.ENSP00000355656	H2AW	Histone H2A type 3; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
449	Q7Z3V4	9606.ENSP00000340596	UBE3B	Ubiquitin-protein ligase E3B; E3 ubiquitin-protein ligase which accepts ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates.
450	Q7Z4S6	9606.ENSP00000354878	KIF21A	Kinesin-like protein KIF21A; Microtubule-binding motor protein probably involved in neuronal axonal transport. In vitro, has a plus-end directed motor activity (By similarity).
451	Q86UK0	9606.ENSP00000272895	ABCA12	ATP-binding cassette sub-family A member 12; Probable transporter involved in lipid homeostasis; Belongs to the ABC transporter superfamily. ABCA family.
452	Q86UX7	9606.ENSP00000279227	FERMT3	Fermitin family homolog 3; Plays a central role in cell adhesion in hematopoietic cells. Acts by activating the integrin beta-1-3 (ITGB1, ITGB2 and ITGB3) (By similarity). Required for integrin-mediated platelet adhesion and leukocyte adhesion to endothelial cells. Required for activation of integrin beta-2 (ITGB2) in polymorphonuclear granulocytes (PMNs) (By similarity). Belongs to the kindlin family.
453	Q86V15	9606.ENSP00000366221	CASZ1	Zinc finger protein castor homolog 1; Transcriptional activator. Involved in vascular assembly and morphogenesis through direct transcriptional regulation of EGFL7.
454	Q86V24	9606.ENSP00000349616	ADIPOR2	Adiponectin receptor protein 2; Receptor for ADIPOQ, an essential hormone secreted by adipocytes that regulates glucose and lipid metabolism. Required for normal body fat and glucose homeostasis. ADIPOQ-binding activates a signaling cascade that leads to increased PPARA activity, and ultimately to increased fatty acid oxidation and glucose uptake. Has intermediate affinity for globular and full-length adiponectin. Required for normal revascularization after chronic ischemia caused by severing of blood vessels (By similarity); Belongs to the ADIPOR family.
455	Q86XI8	9606.ENSP00000480314	ZSWIM9	Uncharacterized protein ZSWIM9; Zinc finger SWIM-type containing 9.
456	Q86YZ3	9606.ENSP00000357791	HRNR	Hornerin; Component of the epidermal cornified cell envelopes. Belongs to the S100-fused protein family.
457	Q8IUE6	9606.ENSP00000332790	H2AC21	Histone H2A type 2-B; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
458	Q8IV33	9606.ENSP00000331385	KIAA0825	Uncharacterized protein KIAA0825; KIAA0825.
459	Q8N257	9606.ENSP00000479284	H2BU1	Histone H2B type 3-B; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
460	Q8N2C7	9606.ENSP00000391088	UNC80	Protein unc-80 homolog; Component of the NALCN sodium channel complex, required for channel regulation. This complex is a cation channel activated by neuropeptides substance P, neurotensin, and extracellular calcium that regulates neuronal excitability by controlling the sizes of NALCN- dependent sodium-leak current. UNC80 is essential for NALCN sensitivity to extracellular calcium.
461	Q8N3D4	9606.ENSP00000312671	EHBP1L1	EH domain-binding protein 1-like protein 1; May act as Rab effector protein and play a role in vesicle trafficking.
462	Q8N3F8	9606.ENSP00000215957	MICALL1	MICAL-like protein 1; Probable lipid-binding protein with higher affinity for phosphatidic acid, a lipid enriched in recycling endosome membranes. On endosome membranes, may act as a downstream effector of Rab proteins recruiting cytosolic proteins to regulate membrane tubulation. May be involved in a late step of receptor-mediated endocytosis regulating for instance endocytosed-EGF receptor trafficking. Alternatively, may regulate slow endocytic recycling of endocytosed proteins back to the plasma membrane. May indirectly play a role in neurite outgrowth.
463	Q8NB90	9606.ENSP00000274008	SPATA5	ATPase family protein 2 homolog; ATP-dependent chaperone which uses the energy provided by ATP hydrolysis to generate mechanical force to disassemble protein complexes. May be involved in morphological and functional mitochondrial transformations during spermatogenesis.
464	Q8NE71	9606.ENSP00000313603	ABCF1	ATP-binding cassette sub-family F member 1; Isoform 2 is required for efficient Cap- and IRES-mediated mRNA translation initiation. Isoform 2 is not involved in the ribosome biogenesis.
465	Q8NFA0	9606.ENSP00000300896	USP32	Ubiquitin specific peptidase 32; Belongs to the peptidase C19 family.
466	Q8TAA3	9606.ENSP00000311121	PSMA8	Proteasome subunit alpha-type 8; Component of the spermatoproteasome, a proteasome specifically found in testis that promotes acetylation-dependent degradation of histones, thereby participating actively to the exchange of histones during spermatogenesis. The proteasome is a protein complexe that degrades unneeded or damaged proteins by proteolysis, a chemical reaction that breaks peptide bonds. Required for 20S core proteasome assembly, essential for the degradation of meiotic proteins RAD51 and RPA1 at late prophase I and the progression of meiosis I during spermatogenesis. Localizes [...] 
467	Q8TCU6	9606.ENSP00000361009	PREX1	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein; Functions as a RAC guanine nucleotide exchange factor (GEF), which activates the Rac proteins by exchanging bound GDP for free GTP. Its activity is synergistically activated by phosphatidylinositol 3,4,5-trisphosphate and the beta gamma subunits of heterotrimeric G protein. May function downstream of heterotrimeric G proteins in neutrophils.
468	Q8TDL5	9606.ENSP00000253354	BPIFB1	BPI fold-containing family B member 1; May play a role in innate immunity in mouth, nose and lungs. Binds bacterial lipopolysaccharide (LPS) and modulates the cellular responses to LPS; Belongs to the BPI/LBP/Plunc superfamily. Plunc family.
469	Q8TEW0	9606.ENSP00000363921	PARD3	Partitioning defective 3 homolog; Adapter protein involved in asymmetrical cell division and cell polarization processes. Seems to play a central role in the formation of epithelial tight junctions. Targets the phosphatase PTEN to cell junctions (By similarity). Involved in Schwann cell peripheral myelination (By similarity). Association with PARD6B may prevent the interaction of PARD3 with F11R/JAM1, thereby preventing tight junction assembly (By similarity). The PARD6-PARD3 complex links GTP-bound Rho small GTPases to atypical protein kinase C proteins. Required for establishment of  [...] 
470	Q8WVV4	9606.ENSP00000362238	POF1B	Protein POF1B; Plays a key role in the organization of epithelial monolayers by regulating the actin cytoskeleton. May be involved in ovary development.
